Data;Nome do Ativo;Cota/Preço de Fechamento Ajustados
06/09/2023;IPCA;490,502696
08/09/2023;IPCA;490,566383
11/09/2023;IPCA;490,630078
12/09/2023;IPCA;490,693782
13/09/2023;IPCA;490,757493
14/09/2023;IPCA;490,821213
15/09/2023;IPCA;490,884941
18/09/2023;IPCA;490,948677
19/09/2023;IPCA;491,012422
20/09/2023;IPCA;491,076175
21/09/2023;IPCA;491,139936
22/09/2023;IPCA;491,203706
25/09/2023;IPCA;491,267483
26/09/2023;IPCA;491,331269
27/09/2023;IPCA;491,395064
28/09/2023;IPCA;491,458866
29/09/2023;IPCA;491,522677
02/10/2023;IPCA;491,578787
03/10/2023;IPCA;491,634903
04/10/2023;IPCA;491,691026
05/10/2023;IPCA;491,747155
06/10/2023;IPCA;491,803291
09/10/2023;IPCA;491,859433
10/10/2023;IPCA;491,915581
11/10/2023;IPCA;491,971736
13/10/2023;IPCA;492,027897
16/10/2023;IPCA;492,084065
17/10/2023;IPCA;492,140239
18/10/2023;IPCA;492,196419
19/10/2023;IPCA;492,252606
20/10/2023;IPCA;492,308799
23/10/2023;IPCA;492,364999
24/10/2023;IPCA;492,421205
25/10/2023;IPCA;492,477417
26/10/2023;IPCA;492,533636
27/10/2023;IPCA;492,589862
30/10/2023;IPCA;492,646093
31/10/2023;IPCA;492,702332
01/11/2023;IPCA;492,771218
03/11/2023;IPCA;492,840115
06/11/2023;IPCA;492,909021
07/11/2023;IPCA;492,977936
08/11/2023;IPCA;493,046862
09/11/2023;IPCA;493,115797
10/11/2023;IPCA;493,184741
13/11/2023;IPCA;493,253695
14/11/2023;IPCA;493,322659
16/11/2023;IPCA;493,391633
17/11/2023;IPCA;493,460616
20/11/2023;IPCA;493,529609
21/11/2023;IPCA;493,598611
22/11/2023;IPCA;493,667623
23/11/2023;IPCA;493,736645
24/11/2023;IPCA;493,805676
27/11/2023;IPCA;493,874717
28/11/2023;IPCA;493,943768
29/11/2023;IPCA;494,012828
30/11/2023;IPCA;494,081898
01/12/2023;IPCA;494,219874
04/12/2023;IPCA;494,357889
05/12/2023;IPCA;494,495942
06/12/2023;IPCA;494,634034
07/12/2023;IPCA;494,772165
08/12/2023;IPCA;494,910334
11/12/2023;IPCA;495,048542
12/12/2023;IPCA;495,186788
13/12/2023;IPCA;495,325073
14/12/2023;IPCA;495,463396
15/12/2023;IPCA;495,601758
18/12/2023;IPCA;495,740159
19/12/2023;IPCA;495,878598
20/12/2023;IPCA;496,017076
21/12/2023;IPCA;496,155593
22/12/2023;IPCA;496,294148
26/12/2023;IPCA;496,432742
27/12/2023;IPCA;496,571375
28/12/2023;IPCA;496,710046
29/12/2023;IPCA;496,848757
02/01/2024;IPCA;496,94342
03/01/2024;IPCA;497,038101
04/01/2024;IPCA;497,132801
05/01/2024;IPCA;497,227518
08/01/2024;IPCA;497,322254
09/01/2024;IPCA;497,417007
10/01/2024;IPCA;497,511779
11/01/2024;IPCA;497,606569
12/01/2024;IPCA;497,701376
15/01/2024;IPCA;497,796202
16/01/2024;IPCA;497,891046
17/01/2024;IPCA;497,985908
18/01/2024;IPCA;498,080788
19/01/2024;IPCA;498,175686
22/01/2024;IPCA;498,270602
23/01/2024;IPCA;498,365536
24/01/2024;IPCA;498,460488
25/01/2024;IPCA;498,555459
26/01/2024;IPCA;498,650447
29/01/2024;IPCA;498,745454
30/01/2024;IPCA;498,840479
31/01/2024;IPCA;498,935521
01/02/2024;IPCA;499,152625
02/02/2024;IPCA;499,369823
05/02/2024;IPCA;499,587116
06/02/2024;IPCA;499,804503
07/02/2024;IPCA;500,021985
08/02/2024;IPCA;500,239562
09/02/2024;IPCA;500,457233
14/02/2024;IPCA;500,674999
15/02/2024;IPCA;500,892859
16/02/2024;IPCA;501,110815
19/02/2024;IPCA;501,328865
20/02/2024;IPCA;501,54701
21/02/2024;IPCA;501,76525
22/02/2024;IPCA;501,983585
23/02/2024;IPCA;502,202015
26/02/2024;IPCA;502,42054
27/02/2024;IPCA;502,639161
28/02/2024;IPCA;502,857876
29/02/2024;IPCA;503,076686
01/03/2024;IPCA;503,116902
04/03/2024;IPCA;503,157121
05/03/2024;IPCA;503,197343
06/03/2024;IPCA;503,237568
07/03/2024;IPCA;503,277796
08/03/2024;IPCA;503,318028
11/03/2024;IPCA;503,358263
12/03/2024;IPCA;503,398501
13/03/2024;IPCA;503,438742
14/03/2024;IPCA;503,478987
15/03/2024;IPCA;503,519235
18/03/2024;IPCA;503,559485
19/03/2024;IPCA;503,59974
20/03/2024;IPCA;503,639997
21/03/2024;IPCA;503,680258
22/03/2024;IPCA;503,720522
25/03/2024;IPCA;503,760789
26/03/2024;IPCA;503,801059
27/03/2024;IPCA;503,841332
28/03/2024;IPCA;503,881609
01/04/2024;IPCA;503,968486
02/04/2024;IPCA;504,055377
03/04/2024;IPCA;504,142284
04/04/2024;IPCA;504,229205
05/04/2024;IPCA;504,316142
08/04/2024;IPCA;504,403094
09/04/2024;IPCA;504,49006
10/04/2024;IPCA;504,577042
11/04/2024;IPCA;504,664038
12/04/2024;IPCA;504,75105
15/04/2024;IPCA;504,838076
16/04/2024;IPCA;504,925118
17/04/2024;IPCA;505,012174
18/04/2024;IPCA;505,099246
19/04/2024;IPCA;505,186333
22/04/2024;IPCA;505,273434
23/04/2024;IPCA;505,360551
24/04/2024;IPCA;505,447682
25/04/2024;IPCA;505,534829
26/04/2024;IPCA;505,621991
29/04/2024;IPCA;505,709167
30/04/2024;IPCA;505,796359
02/05/2024;IPCA;505,906911
03/05/2024;IPCA;506,017486
06/05/2024;IPCA;506,128086
07/05/2024;IPCA;506,23871
08/05/2024;IPCA;506,349358
09/05/2024;IPCA;506,460031
10/05/2024;IPCA;506,570727
13/05/2024;IPCA;506,681448
14/05/2024;IPCA;506,792193
15/05/2024;IPCA;506,902962
16/05/2024;IPCA;507,013756
17/05/2024;IPCA;507,124573
20/05/2024;IPCA;507,235415
21/05/2024;IPCA;507,346281
22/05/2024;IPCA;507,457171
23/05/2024;IPCA;507,568086
24/05/2024;IPCA;507,679025
27/05/2024;IPCA;507,789988
28/05/2024;IPCA;507,900975
29/05/2024;IPCA;508,011987
31/05/2024;IPCA;508,123022
03/06/2024;IPCA;508,176322
04/06/2024;IPCA;508,229628
05/06/2024;IPCA;508,282938
06/06/2024;IPCA;508,336255
07/06/2024;IPCA;508,389577
10/06/2024;IPCA;508,442905
11/06/2024;IPCA;508,496238
12/06/2024;IPCA;508,549577
13/06/2024;IPCA;508,602922
14/06/2024;IPCA;508,656272
17/06/2024;IPCA;508,709627
18/06/2024;IPCA;508,762989
19/06/2024;IPCA;508,816356
20/06/2024;IPCA;508,869728
21/06/2024;IPCA;508,923106
24/06/2024;IPCA;508,97649
25/06/2024;IPCA;509,029879
26/06/2024;IPCA;509,083274
27/06/2024;IPCA;509,136675
28/06/2024;IPCA;509,190081
01/07/2024;IPCA;509,274055
02/07/2024;IPCA;509,358044
03/07/2024;IPCA;509,442046
04/07/2024;IPCA;509,526062
05/07/2024;IPCA;509,610092
08/07/2024;IPCA;509,694136
09/07/2024;IPCA;509,778193
10/07/2024;IPCA;509,862265
11/07/2024;IPCA;509,94635
12/07/2024;IPCA;510,03045
15/07/2024;IPCA;510,114563
16/07/2024;IPCA;510,19869
17/07/2024;IPCA;510,282831
18/07/2024;IPCA;510,366985
19/07/2024;IPCA;510,451154
22/07/2024;IPCA;510,535337
23/07/2024;IPCA;510,619533
24/07/2024;IPCA;510,703743
25/07/2024;IPCA;510,787967
26/07/2024;IPCA;510,872205
29/07/2024;IPCA;510,956457
30/07/2024;IPCA;511,040723
31/07/2024;IPCA;511,125003
01/08/2024;IPCA;511,120356
02/08/2024;IPCA;511,115709
05/08/2024;IPCA;511,111062
06/08/2024;IPCA;511,106415
07/08/2024;IPCA;511,101768
08/08/2024;IPCA;511,097121
09/08/2024;IPCA;511,092475
12/08/2024;IPCA;511,087828
13/08/2024;IPCA;511,083181
14/08/2024;IPCA;511,078535
15/08/2024;IPCA;511,073888
16/08/2024;IPCA;511,069241
19/08/2024;IPCA;511,064595
20/08/2024;IPCA;511,059948
21/08/2024;IPCA;511,055302
22/08/2024;IPCA;511,050656
23/08/2024;IPCA;511,046009
26/08/2024;IPCA;511,041363
27/08/2024;IPCA;511,036717
28/08/2024;IPCA;511,03207
29/08/2024;IPCA;511,027424
30/08/2024;IPCA;511,022778
02/09/2024;IPCA;511,129626
03/09/2024;IPCA;511,236496
04/09/2024;IPCA;511,343388
05/09/2024;IPCA;511,450303
06/09/2024;IPCA;511,55724
09/09/2024;IPCA;511,6642
10/09/2024;IPCA;511,771182
11/09/2024;IPCA;511,878186
12/09/2024;IPCA;511,985212
13/09/2024;IPCA;512,092261
16/09/2024;IPCA;512,199333
17/09/2024;IPCA;512,306426
18/09/2024;IPCA;512,413543
19/09/2024;IPCA;512,520681
20/09/2024;IPCA;512,627842
23/09/2024;IPCA;512,735025
24/09/2024;IPCA;512,842231
25/09/2024;IPCA;512,949459
26/09/2024;IPCA;513,05671
27/09/2024;IPCA;513,163983
30/09/2024;IPCA;513,271278
01/10/2024;IPCA;513,395915
02/10/2024;IPCA;513,520582
03/10/2024;IPCA;513,64528
04/10/2024;IPCA;513,770008
07/10/2024;IPCA;513,894766
08/10/2024;IPCA;514,019554
09/10/2024;IPCA;514,144372
10/10/2024;IPCA;514,269221
11/10/2024;IPCA;514,394101
14/10/2024;IPCA;514,51901
15/10/2024;IPCA;514,64395
16/10/2024;IPCA;514,76892
17/10/2024;IPCA;514,893921
18/10/2024;IPCA;515,018952
21/10/2024;IPCA;515,144013
22/10/2024;IPCA;515,269105
23/10/2024;IPCA;515,394227
24/10/2024;IPCA;515,519379
25/10/2024;IPCA;515,644562
28/10/2024;IPCA;515,769775
29/10/2024;IPCA;515,895019
30/10/2024;IPCA;516,020293
31/10/2024;IPCA;516,145597
01/11/2024;IPCA;516,251348
04/11/2024;IPCA;516,35712
05/11/2024;IPCA;516,462914
06/11/2024;IPCA;516,568729
07/11/2024;IPCA;516,674566
08/11/2024;IPCA;516,780425
11/11/2024;IPCA;516,886306
12/11/2024;IPCA;516,992208
13/11/2024;IPCA;517,098132
14/11/2024;IPCA;517,204077
18/11/2024;IPCA;517,310045
19/11/2024;IPCA;517,416034
21/11/2024;IPCA;517,522045
22/11/2024;IPCA;517,628077
25/11/2024;IPCA;517,734131
26/11/2024;IPCA;517,840207
27/11/2024;IPCA;517,946305
28/11/2024;IPCA;518,052424
29/11/2024;IPCA;518,158565
02/12/2024;IPCA;518,286555
03/12/2024;IPCA;518,414575
04/12/2024;IPCA;518,542628
05/12/2024;IPCA;518,670712
06/12/2024;IPCA;518,798828
09/12/2024;IPCA;518,926975
10/12/2024;IPCA;519,055154
11/12/2024;IPCA;519,183365
12/12/2024;IPCA;519,311608
13/12/2024;IPCA;519,439882
16/12/2024;IPCA;519,568188
17/12/2024;IPCA;519,696525
18/12/2024;IPCA;519,824894
19/12/2024;IPCA;519,953295
20/12/2024;IPCA;520,081728
23/12/2024;IPCA;520,210192
24/12/2024;IPCA;520,338688
26/12/2024;IPCA;520,467216
27/12/2024;IPCA;520,595775
30/12/2024;IPCA;520,724367
31/12/2024;IPCA;520,85299
02/01/2025;IPCA;520,890841
03/01/2025;IPCA;520,928695
06/01/2025;IPCA;520,966552
07/01/2025;IPCA;521,004412
08/01/2025;IPCA;521,042274
09/01/2025;IPCA;521,080139
10/01/2025;IPCA;521,118007
13/01/2025;IPCA;521,155877
14/01/2025;IPCA;521,193751
15/01/2025;IPCA;521,231627
16/01/2025;IPCA;521,269506
17/01/2025;IPCA;521,307387
20/01/2025;IPCA;521,345272
21/01/2025;IPCA;521,383159
22/01/2025;IPCA;521,421049
23/01/2025;IPCA;521,458941
24/01/2025;IPCA;521,496836
27/01/2025;IPCA;521,534735
28/01/2025;IPCA;521,572635
29/01/2025;IPCA;521,610539
30/01/2025;IPCA;521,648445
31/01/2025;IPCA;521,686355
03/02/2025;IPCA;522,025951
04/02/2025;IPCA;522,365768
05/02/2025;IPCA;522,705807
06/02/2025;IPCA;523,046066
07/02/2025;IPCA;523,386548
10/02/2025;IPCA;523,727251
11/02/2025;IPCA;524,068176
12/02/2025;IPCA;524,409322
13/02/2025;IPCA;524,750691
14/02/2025;IPCA;525,092282
17/02/2025;IPCA;525,434095
18/02/2025;IPCA;525,776131
19/02/2025;IPCA;526,11839
20/02/2025;IPCA;526,460871
21/02/2025;IPCA;526,803575
24/02/2025;IPCA;527,146503
25/02/2025;IPCA;527,489653
26/02/2025;IPCA;527,833027
27/02/2025;IPCA;528,176625
28/02/2025;IPCA;528,520446
05/03/2025;IPCA;528,675809
06/03/2025;IPCA;528,831217
07/03/2025;IPCA;528,986671
10/03/2025;IPCA;529,142171
11/03/2025;IPCA;529,297716
12/03/2025;IPCA;529,453308
13/03/2025;IPCA;529,608944
14/03/2025;IPCA;529,764627
17/03/2025;IPCA;529,920356
18/03/2025;IPCA;530,07613
19/03/2025;IPCA;530,23195
20/03/2025;IPCA;530,387816
21/03/2025;IPCA;530,543727
24/03/2025;IPCA;530,699685
25/03/2025;IPCA;530,855688
26/03/2025;IPCA;531,011737
27/03/2025;IPCA;531,167833
28/03/2025;IPCA;531,323973
31/03/2025;IPCA;531,48016
01/04/2025;IPCA;531,594196
02/04/2025;IPCA;531,708256
03/04/2025;IPCA;531,82234
04/04/2025;IPCA;531,936449
07/04/2025;IPCA;532,050582
08/04/2025;IPCA;532,16474
09/04/2025;IPCA;532,278923
10/04/2025;IPCA;532,39313
11/04/2025;IPCA;532,507361
14/04/2025;IPCA;532,621617
15/04/2025;IPCA;532,735897
16/04/2025;IPCA;532,850202
17/04/2025;IPCA;532,964532
22/04/2025;IPCA;533,078886
23/04/2025;IPCA;533,193264
24/04/2025;IPCA;533,307667
25/04/2025;IPCA;533,422095
28/04/2025;IPCA;533,536547
29/04/2025;IPCA;533,651024
30/04/2025;IPCA;533,765525
02/05/2025;IPCA;533,831529
05/05/2025;IPCA;533,89754
06/05/2025;IPCA;533,96356
07/05/2025;IPCA;534,029588
08/05/2025;IPCA;534,095624
09/05/2025;IPCA;534,161669
12/05/2025;IPCA;534,227721
13/05/2025;IPCA;534,293782
14/05/2025;IPCA;534,359851
15/05/2025;IPCA;534,425928
16/05/2025;IPCA;534,492013
19/05/2025;IPCA;534,558107
20/05/2025;IPCA;534,624208
21/05/2025;IPCA;534,690318
22/05/2025;IPCA;534,756436
23/05/2025;IPCA;534,822562
26/05/2025;IPCA;534,888696
27/05/2025;IPCA;534,954839
28/05/2025;IPCA;535,02099
29/05/2025;IPCA;535,087148
30/05/2025;IPCA;535,153315
02/06/2025;IPCA;535,204109
03/06/2025;IPCA;535,254908
04/06/2025;IPCA;535,305711
05/06/2025;IPCA;535,356519
06/06/2025;IPCA;535,407332
09/06/2025;IPCA;535,45815
10/06/2025;IPCA;535,508973
11/06/2025;IPCA;535,5598
12/06/2025;IPCA;535,610633
13/06/2025;IPCA;535,66147
16/06/2025;IPCA;535,712312
17/06/2025;IPCA;535,763159
18/06/2025;IPCA;535,81401
20/06/2025;IPCA;535,864867
23/06/2025;IPCA;535,915728
24/06/2025;IPCA;535,966594
25/06/2025;IPCA;536,017465
26/06/2025;IPCA;536,068341
27/06/2025;IPCA;536,119221
30/06/2025;IPCA;536,170107
01/07/2025;IPCA;536,221339
